student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0758,ME,Fluid Mechanics,Poor talk glass friend writer night check.,poor talk glass friend writer night check,negative,0,surprise,Infrastructure,Project-Based,1
STU0759,CIVIL,Surveying,Hundred my main quite support artist simple perform.,hundred my main quite support artist simple perform,negative,0,neutral,Academic,Theory-Heavy,1
STU0760,ENG,Poetry,Look speak action suggest eat thing energy throughout career responsibility skin last important tree lay.,look speak action suggest eat thing energy throughout career responsibility skin last important tree lay,negative,1,surprise,Academic,Theory-Heavy,1
STU0761,MBA,Marketing,What find science difference scientist accept statement soldier bed cut first season why cut magazine.,what find science difference scientist accept statement soldier bed cut first season why cut magazine,positive,0,neutral,Academic,Project-Based,1
STU0762,CS,Cybersecurity,While wonder ready perhaps pick middle huge might oil.,while wonder ready perhaps pick middle huge might oil,negative,0,anger,Instructor,Theory-Heavy,1
STU0763,ECE,Embedded Systems,Center safe other court compare new conference can course lawyer professor.,center safe other court compare new conference can course lawyer professor,negative,0,surprise,Academic,Theory-Heavy,1
STU0764,CIVIL,Surveying,Story notice onto program their those air consider all health religious data born reveal.,story notice onto program their those air consider all health religious data born reveal,positive,0,fear,Academic,Theory-Heavy,1
STU0765,ECE,Embedded Systems,Country appear bill environmental want drug article ten capital instead tell situation.,country appear bill environmental want drug article ten capital instead tell situation,neutral,0,surprise,Infrastructure,Theory-Heavy,1
STU0766,BIO,Microbiology,Myself maybe mean rise throw lose pull ten range appear.,myself maybe mean rise throw lose pull ten range appear,positive,0,sadness,Infrastructure,Lab-Intensive,1
STU0767,ECE,Digital Circuits,Huge stock challenge project lead agreement mind southern case analysis present.,huge stock challenge project lead agreement mind southern case analysis present,neutral,0,anger,Instructor,Lab-Intensive,0
STU0768,CIVIL,Concrete Tech,Stock land training production how agent must guess.,stock land training production how agent must guess,positive,0,joy,Infrastructure,Theory-Heavy,1
STU0769,ENG,Modern Fiction,Help expert major friend find himself yet choice reduce half and money speak court pick.,help expert major friend find himself yet choice reduce half and money speak court pick,positive,0,joy,Academic,Lab-Intensive,0
STU0770,BIO,Genetics,Of on need over eat particular this position lawyer rich authority study.,of on need over eat particular this position lawyer rich authority study,positive,0,fear,Infrastructure,Lab-Intensive,0
STU0771,CS,Cybersecurity,State continue late professional history technology result rule.,state continue late professional history technology result rule,positive,0,joy,Infrastructure,Theory-Heavy,1
STU0772,MBA,Marketing,Left wonder less future war executive allow good thing agency message each those read produce.,left wonder less future war executive allow good thing agency message each those read produce,positive,0,sadness,Academic,Theory-Heavy,1
STU0773,ME,Thermodynamics,Actually around rock his party purpose the gun north view message eye wind work.,actually around rock his party purpose the gun north view message eye wind work,negative,0,fear,Academic,Theory-Heavy,1
STU0774,ENG,Modern Fiction,Own soldier up fund your wife difficult between fine.,own soldier up fund your wife difficult between fine,neutral,0,surprise,Instructor,Project-Based,0
STU0775,ECE,Embedded Systems,Region organization social cultural determine Mr also heart few.,region organization social cultural determine mr also heart few,positive,0,neutral,Instructor,Theory-Heavy,0
STU0776,ECE,Digital Circuits,Early table see top mother keep mind stage chance also.,early table see top mother keep mind stage chance also,negative,0,sadness,Academic,Lab-Intensive,1
STU0777,ME,Fluid Mechanics,Reduce less artist operation just chair drug his hear.,reduce less artist operation just chair drug his hear,neutral,1,fear,Instructor,Theory-Heavy,1
STU0778,MBA,Finance,Inside beat sea fly rule half mention point center wall fill tell form couple politics number like paper true stand.,inside beat sea fly rule half mention point center wall fill tell form couple politics number like paper true stand,positive,0,neutral,Instructor,Project-Based,1
STU0779,ME,Fluid Mechanics,Rather charge gun opportunity art science trial over else he threat.,rather charge gun opportunity art science trial over else he threat,positive,1,neutral,Academic,Theory-Heavy,1
STU0780,CS,AI,Lawyer newspaper American art less be language hundred future simply finally gas.,lawyer newspaper american art less be language hundred future simply finally gas,neutral,0,joy,Instructor,Lab-Intensive,0
STU0781,ME,Fluid Mechanics,Agent behind option go alone foreign than bar.,agent behind option go alone foreign than bar,neutral,0,joy,Infrastructure,Theory-Heavy,0
STU0782,ENG,Poetry,Leader her participant cost mean then series least last matter.,leader her participant cost mean then series least last matter,positive,1,anger,Instructor,Theory-Heavy,0
STU0783,MBA,Marketing,Only remember suddenly message soldier energy change how rate.,only remember suddenly message soldier energy change how rate,neutral,0,fear,Academic,Project-Based,1
STU0784,CS,AI,Center senior new director grow view.,center senior new director grow view,neutral,0,neutral,Infrastructure,Lab-Intensive,1
STU0785,CIVIL,Concrete Tech,Thousand list kid in relationship hour push appear attorney recent visit ready.,thousand list kid in relationship hour push appear attorney recent visit ready,negative,0,anger,Instructor,Lab-Intensive,1
STU0786,CS,AI,Opportunity popular nation lead positive.,opportunity popular nation lead positive,positive,0,joy,Academic,Lab-Intensive,0
STU0787,ME,Thermodynamics,Nice blood available cell already act worry argue sell pay money.,nice blood available cell already act worry argue sell pay money,neutral,0,joy,Academic,Project-Based,1
STU0788,BIO,Genetics,Kind option subject seat how east future federal.,kind option subject seat how east future federal,negative,0,neutral,Infrastructure,Theory-Heavy,1
STU0789,ME,Thermodynamics,Pass involve hundred store by during ball stay though whose similar central.,pass involve hundred store by during ball stay though whose similar central,positive,0,anger,Academic,Lab-Intensive,0
STU0790,ME,Thermodynamics,Dark church situation watch throw practice morning great.,dark church situation watch throw practice morning great,positive,0,anger,Infrastructure,Theory-Heavy,0
STU0791,ECE,Digital Circuits,Pull president one present section character recognize model dog worry.,pull president one present section character recognize model dog worry,positive,0,neutral,Infrastructure,Theory-Heavy,0
STU0792,CS,AI,Congress everybody mouth get ask care pull front.,congress everybody mouth get ask care pull front,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0793,ECE,Embedded Systems,Exactly building big manage other task.,exactly building big manage other task,positive,0,surprise,Instructor,Theory-Heavy,0
STU0794,ENG,Poetry,East least of lay onto kitchen list late wrong draw task skin raise.,east least of lay onto kitchen list late wrong draw task skin raise,negative,0,joy,Infrastructure,Theory-Heavy,1
